source_id,company,job_id,title,location,url,role_family,fit_score,status,fit_reasons,hard_gates,soft_gaps,recommended_profile_focus
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4960147101,Inter (m/f/d) Supply Chain Coordinator,"Shetland Islands, Scotland, United Kingdom",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4960147101,Not relevant,6,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}]",[],[],A
hyimpulse,HyImpulse,hyimpulse:2449978,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2449978,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2457493,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2457493,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2463567,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2463567,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2502029,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2502029,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2502452,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2502452,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2515664,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2515664,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2546581,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2546581,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2546611,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2546611,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2611021,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2611021,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2700685,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2700685,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2748877,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2748877,Not relevant,0,RED,[],[],[],A
hyimpulse,HyImpulse,hyimpulse:2762828,APPLY NOW,Unknown,https://hyimpulse-technologies-gmbh.jobs.personio.com/job/2762828,Not relevant,0,RED,[],[],[],A
exolaunch,Exolaunch,exolaunch:2615234,Future Opportunities – Open Application,"Denver, USA",https://www.exolaunch.com/careers/job/2615234,Not relevant,0,RED,[],[],[],A
