title,location,company,department,link,mission,requirements,benefits,scrape_timestamp,first_seen,last_seen,active
"Sourcing Manager, Mechanical & Optical Commodities (Starlink)","Bastrop, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8563611002?gh_jid=8563611002,"Develop and manage supply base (domestic and international) that enables rapid design iteration
Work directly with key suppliers to develop and implement sourcing and cost management strategies that support existing platforms and new product development
Own supply continuity, capacity planning, and production readiness for rapidly scaling programs
Drive supplier negotiations including pricing, LTAs, capacity investments, lead times, and commercial terms to ensure continuity of supply and protect SpaceX interests
Monitor global industry trends, track technology roadmaps, and actively partner with the design teams to identify and mitigate supply and demand challenges
Drive supplier negotiations including pricing, LTAs, capacity investments, lead times, and commercial terms
Partner with engineering teams to support new product introduction (NPI), design changes, qualification activities, and production transitions
Build and maintain sourcing strategies including multi source development, vertical integration opportunities, and new manufacturing techniques
Lead executive-level supplier escalations and recovery efforts for quality, delivery, and technical risks
Develop clear risk assess","Bachelor’s degree and 5+ years of experience working in purchasing, procurement, material planning, production planning, or supply chain management; or 9+ years of experience working in purchasing, procurement, material planning, production planning, or supply chain management in lieu of a degree
PREFERRED SKILLS AND EXPERIENCE:
6+ years of procurement experience in direct commodity sourcing
Technical procurement or planning experience with machined, optical, or photonic components
Experience in new product introduction (NPI) and mass production (MP)
Experience reading technical drawings, data sheets, fabrication drawing, BOMs and all related files
Drive piece price and tooling negotiation process to ensure that SpaceX’s commodity pricing meet best-in-class expectations, while meeting best-in-class quality, in addition to driving continual cost reduction and avoidance initiatives through ad-hoc price negotiations
Address all areas of category management including category business plans, market conditions, technology roadmaps, cost modeling, and sourcing strategies
Proven track record of taking ownership, successfully negotiating preferred pricing, and driving results
Detail-orient","Willingness to work extended hours and weekends when needed to meet critical deadlines
Ability to travel and communicate outside of work hours
Ability to travel: up to 30% of work week
Must be able to work onsite in Bastrop, TX. Remote work not considered.
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the ",2026-09-14_15-10-59,2026-09-14,2026-09-14,True
"Sourcing Manager, Mechanical (Starlink)","Bastrop, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8523587002?gh_jid=8523587002,"Develop and manage the supply base to support sourcing for the solar and battery space, supplementing the Starlink user terminals and ground stations
Provide weekly team status reporting, escalate to management when necessary
Train and mentor, working to ensure that the team is continuously improving
Work directly with key suppliers to develop and implement sourcing and cost management strategies that support existing platforms and new product development
Work directly with key internal stakeholders to develop and implement sourcing and cost management strategies that support capital purchases and production consumables
Understand the technical aspects of production equipment to identify opportunities for cost, space, and process optimization and use data analytics to identify and parse process related opportunities
Utilize negotiations to maximize value, cost savings and priority in terms of delivery for SpaceX while lowering risk; manage costs to ensure alignment with program budgets
Build and own overall project budgets, compile funding requests, and generate capitalization plan based on project timeline focusing on TCO of the categories managed
Conduct research, perform benchma","Bachelor’s degree and 5+ years of experience working in one or more of the following; or 9+ years of experience working in one or more of the following:
Engineering
Purchasing
Contract negotiation
Material or production planning
Operations or supply chain management
Material cost control
Master production scheduling
Capital equipment sourcing
PREFERRED SKILLS AND EXPERIENCE:
Experience directly negotiating contracts and sourcing global suppliers
Experience with sourcing from a global supply base, and familiarity interfacing in-person with suppliers around the world
Experience within the solar and/or battery field
Ability to prioritize appropriately to meet internal customer and company needs
Effective written and verbal communications skills, with strong ability to communicate to all levels of internal personnel
Detail-oriented, self-motivated and able to respond quickly to a fast-moving and ever-changing environment
Ability to conduct all activities with integrity and urgency","Able to travel for short and extended trips as needed - up to 30% work week travel may be required, including international travel
Must be able to work flexible and extended hours and on weekends as needed
This position is based in Bastrop, TX and requires being onsite
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommod",2026-09-14_15-10-59,2026-09-14,2026-09-14,True
"Sourcing Manager, PCB/PCBA (Starshield)","Hawthorne, CA",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8719852002?gh_jid=8719852002,"Work directly with key suppliers to develop and implement sourcing and cost management strategies that support existing platforms and new product development
Pull and aggregate the overall demand picture for hardware used to support the Starshield satellite constellation to enable an accurate demand signal that will enable rate
Act as the supplier interface for all RFIs, RFPs and RFQs
Partner with internal stakeholders to run the RFX process and evaluation, then use results to implement a sourcing decision
Manage cost aggressively to ensure adherence to project-specific budgets and forecasts
Develop should-cost models for competitive cost analysis
Ensure that suppliers are prepared to support all prototype builds with appropriate equipment and material to ensure successful product development, ramp up and mass production
Drive internal and external process improvements to enhance efficiency and implement cost-saving programs with suppliers
Present value propositions to SpaceX executives, including those related to contract award, cost reviews, cost reduction strategies and critical supply issues
Develop, manage, and maintain strong supplier partnerships
Implement analytical data ma","Bachelor’s degree and 5+ years of experience working in one or more of the following; or 7+ years of experience working in one or more of the following:
Engineering
Purchasing
Contract negotiation
Material or production planning
Operations or supply chain management
Material cost control
Master production scheduling
Technical procurement or planning experience with PCB, PCBA, or electrical components
PREFERRED SKILLS AND EXPERIENCE:
Technical procurement, manufacturing, or electronic component and board-level commodity experience
Proven track record of leadership and team-building skills
Experience in production purchasing preferred
Exceptional analytical, problem-solving, and organizational skills
Knowledge and skills in current technologies and applications, e.g. MS Office Suite, SQL, Access, etc.
Effective written, verbal, and presentation communication skills
Ability to learn quickly and prioritize appropriately to meet customer and company needs
Excellent customer service skills
Ability to learn quickly and prioritize appropriately to meet customer and company needs
Detail-oriented, self-motivated, and able to respond quickly to a fast-moving and ever-changing environment
Cond","May need to work irregular hours with global suppliers in different time zones
Able to travel for short and extended trips as needed
Willingness to work extended hours and/or weekends when needed
This position is based in Hawthorne, CA and requires being onsite - remote work not considered
Pay Range:
Level 3: $120,000.00 - $170,000.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees a",2026-09-14_15-11-00,2026-09-14,2026-09-14,True
"Sourcing Manager, PCB (Starlink)","Bastrop, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8731507002?gh_jid=8731507002,"Work directly with key suppliers to develop and implement sourcing and cost management strategies that support existing platforms and new product development
Pull and aggregate the overall demand picture for hardware used to support the Starlink satellite constellation to enable an accurate demand signal that will enable rate
Act as the supplier interface for all RFIs, RFPs and RFQs
Partner with internal stakeholders to run the RFX process and evaluation, then use results to implement a sourcing decision
Manage cost aggressively to ensure adherence to project-specific budgets and forecasts
Develop should-cost models for competitive cost analysis
Ensure that suppliers are prepared to support all prototype builds with appropriate equipment and material to ensure successful product development, ramp up and mass production
Drive internal and external process improvements to enhance efficiency and implement cost-saving programs with suppliers
Present value propositions to SpaceX executives, including those related to contract award, cost reviews, cost reduction strategies and critical supply issues
Develop, manage, and maintain strong supplier partnerships
Implement analytical data mana","Bachelor’s degree and 5+ years of experience working in one or more of the following; or 9+ years of experience working in one or more of the following in lieu of a degree:
Engineering
Purchasing
Contract negotiation
Material or production planning
Operations or supply chain management
Material cost control
Master production scheduling
Technical procurement or planning experience with PCB, PCBA, or electrical components
PREFERRED SKILLS AND EXPERIENCE:
Experience with printed circuit board and/or substrate fabrication
Experience with PCBAs, contract manufacturing, electronic component packaging, and/or managing a technical supply chain
Experience in managing high-spend portfolios (i.e. $10M+)
Experience with MRP or enterprise resource planning (ERP) systems, and with managing bill of materials, work orders, and purchase orders
Experience with forecasting, demand planning, and lead time analysis
Strong skills in data analysis using Excel, SQL and PowerBI
Effective written and verbal communications skills, with strong ability to communicate to all levels of internal personnel
Ability to learn quickly and prioritize appropriately to meet customer and company needs
Detail-oriented, sel","May need to work irregular hours with global suppliers in different time zones
Able to travel for short and extended trips as needed
Willingness to work extended hours and/or weekends when needed
This position is based in Bastrop, TX and requires being onsite - remote work not considered
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring ",2026-09-14_15-11-01,2026-09-14,2026-09-14,True
"Sourcing Manager, Power Plant Equipment (Starlink)","Austin, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8632295002?gh_jid=8632295002,"Partner with power systems engineers and facility teams to define commodity strategy, align multi-year roadmaps, and maintain approved vendor lists for balance of plant equipment (excluding turbines)
Source equipment for both permanent power plants and temporary/mobile installations, including SCR, heat recovery systems, piping, electrical distribution, and related components
Orchestrate demand across SpaceXAI companies and align internal requirements with supplier roadmaps to secure supply
Own global sourcing, including supplier qualification, multi-sourcing strategies, and performance management to meet project timelines and reduce lead times
Negotiate agreements focused on competitive pricing, volume commitments, and reliable delivery, using creative approaches where needed to secure supply at reasonable cost
Monitor supply chain risks and implement mitigation plans to protect build and deployment schedules
Drive cost reduction through should-cost analysis, long-term agreements, and value engineering while meeting quality, reliability, and safety standards
Build and maintain strong supplier relationships through regular reviews and joint projects
Track KPIs for cost, quality, de","Bachelor’s degree and 3+ years of experience working in one or more of the following; or 5+ years of experience working in one or more of the following in lieu of a degree:
Business
Supply Chain
Engineering
3+ years of experience in global supply chain, procurement, sourcing, or commodity management
PREFERRED SKILLS AND EXPERIENCE:
Technical understanding of power plant balance of plant equipment, including transformers, switchgear, heat recovery, cooling systems, and electrical distribution
Experience working on power systems, energy infrastructure, or industrial equipment
Experience sourcing for permanent power plants and temporary/mobile power solutions
Background in energy, utility, EPC, or hyperscale infrastructure projects
Strong negotiation, analytical, project management, and cross-functional skills
Experience with roadmap alignment, capacity planning, and securing supply in constrained markets
Passion for SpaceX’s mission","Willingness to travel domestically and internationally as needed to support supplier relationships and critical projects
Ability to thrive in a dynamic environment with rapidly evolving priorities and world-class execution speed
This position is based in Austin, TX and requires being onsite
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiri",2026-09-14_15-11-02,2026-09-14,2026-09-14,True
"Sourcing Manager, Rack Components, Cooling/Mechanicals (Starlink)","Austin, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8771550002?gh_jid=8771550002,"Partner deeply with responsible engineers, thermal architects, and rack mechanical teams to co-define commodity strategy, multi-year technology roadmaps, and approved vendor lists for rack-level cooling and mechanicals — OCP / 21"" and 19"" rack frames and cabinets, doors and side panels, seismic and leveling kits, cable-management arms and blanking, rear-door heat exchangers (RDHx), in-rack manifolds and plumbing, drip pans and leak containment, rack-mounted CDUs where in-scope, in-rack fans and containment, dripless quick disconnects at the rack, PDU and busbar mounting hardware, and structural fasteners — anticipating SpaceXAI density and deployment requirements 12–24 months ahead
Own global sourcing end-to-end for rack cooling and mechanicals, including supplier selection, qualification of sheet-metal / weldment / liquid-cooling fabricators, dual/multi-sourcing, capacity reservation, and performance governance to achieve on-time delivery and continuous lead-time compression while supporting SpaceX's aggressive cluster build cadence
Define and negotiate transformative SOWs and commercial agreements that rigorously challenge unnecessary specifications, drive value engineering of ra","Bachelor’s degree and 6+ years of experience working in one or more of the following; or 9+ years of experience working in one or more of the following in lieu of a degree:
Business
Manufacturing
Supply Chain
Engineering
4+ years of experience in global supply chain, commodity management, or mechanical sourcing with a focus on racks, cabinets, sheet metal, manifolds, or datacenter cooling hardware
PREFERRED SKILLS AND EXPERIENCE:
Deep technical understanding of datacenter rack mechanicals (OCP / EIA frames, doors, seismic kits) and in-rack cooling (RDHx, manifolds, dripless QDs, rack-level CDUs, leak containment)
Proven track record sourcing rack, sheet-metal, or liquid-cooling commodities at hyperscale, at rack OEMs, or at cooling/mechanical suppliers (e.g. Vertiv, Rittal, nVent, CoolIT, Boyd, manifold and QD specialists)
Hands-on familiarity with sheet-metal drawings, weldment specs, powder-coat, leak testing, hydrostatic test requirements, and the difference between rack-level vs. facility-level cooling scope (dry coolers, chillers, and plant CDUs are out of scope for this seat)
Previous experience at hyperscalers, leading ODMs, Tier-1 CMs, or AI infrastructure companies with ag","Willingness to travel domestically and internationally as needed (up to 25%) to support supplier factories, audits, and critical projects
Ability to work extended hours and/or weekends as needed to meet major cluster-deployment milestones
Ability to thrive in a dynamic environment with rapidly evolving priorities and world-class execution speed
This position is based in Austin, TX and requires being onsite — remote work not considered
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected ",2026-09-14_15-11-03,2026-09-14,2026-09-14,True
"Sourcing Manager, Rack Components, Electronics (Starlink)","Austin, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8771528002?gh_jid=8771528002,"Partner deeply with responsible engineers, power architects, and hardware teams to co-define commodity strategy, multi-year technology roadmaps, and approved vendor lists for rack-level electronics- intelligent rack PDUs (rPDU), busbars and power distribution (including OCP ORv3 / 48V and high-voltage AC architectures), rack ATS/STS, energy meters and CTs, environmental and leak sensors, rack management controllers, status and bezel electronics, grounding and bonding kits, and rack power cable assemblies- anticipating SpaceXAI density and deployment requirements 12–24 months ahead
Own global sourcing end-to-end for rack electronics, including supplier selection, qualification, dual/multi-sourcing, capacity reservation, and performance governance to achieve on-time delivery and continuous lead-time compression while supporting SpaceX's aggressive cluster build cadence
Define and negotiate transformative SOWs and commercial agreements that rigorously challenge unnecessary specifications, drive value engineering of PDU SKUs and busbar designs, secure aggressive pricing, dedicated capacity, and flexibility without compromising the power quality, monitoring accuracy, and reliability sta","Bachelor’s degree and 6+ years of experience working in one or more of the following; or 9+ years of experience working in one or more of the following in lieu of a degree:
Business
Manufacturing
Supply Chain
Engineering
4+ years of experience in global supply chain, commodity management, or electronics sourcing with a focus on datacenter power distribution, PDUs, busbars, or rack-level electrical components
PREFERRED SKILLS AND EXPERIENCE:
Deep technical understanding of rack-level power electronics: intelligent PDUs, busbar systems, OCP Open Rack / ORv3 power architectures, 48V DC distribution, rack ATS/STS, power monitoring, and environmental sensing
Proven track record sourcing electrical commodities at hyperscale, in server/rack OEM environments, or at PDU / busbar / power-electronics suppliers (e.g. Vertiv, Eaton, Schneider, Rittal, busbar specialists)
Hands-on familiarity with electrical drawings, single-line diagrams, UL/IEC certification, firmware/telemetry on intelligent PDUs, and the difference between rack-level vs. facility-level electrical scope
Previous experience at hyperscalers, leading ODMs, Tier-1 CMs, or AI infrastructure companies with aggressive scaling demand","Willingness to travel domestically and internationally as needed (up to 25%) to support supplier factories, audits, and critical projects
Ability to work extended hours and/or weekends as needed to meet major cluster-deployment milestones
Ability to thrive in a dynamic environment with rapidly evolving priorities and world-class execution speed
This position is based in Austin, TX and requires being onsite — remote work not considered
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected ",2026-09-14_15-11-04,2026-09-14,2026-09-14,True
Sourcing Manager (Raptor),"Hawthorne, CA",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8536221002?gh_jid=8536221002,"Utilize good risk management intuition to balance cost, reliability, and production rate based on knowledge of program goals and context in a highly dynamic environment – and make effective risk calls knowing when to prioritize one over the other.
Analyze supplier spend, capacity, technical capabilities, and core competencies to develop overall supplier negotiation and engagement strategies. Implement sustainable cost controls based on domain knowledge of part families and develop cost reduction improvement plans with suppliers to support aggressive Raptor cost goals.
Analyze commodity vendor base to understand gaps in supplier core competencies, technical capabilities, and partnership, in order to develop/expand core supply base as necessary, and monitor/report out vendor performance in cost, quality, and delivery. Develop + maintain strong relationships with strategic suppliers.
Work directly with key suppliers and Raptor strategic partners to develop and implement sourcing and cost management strategies that support stable products as well as new product development. Present commodity roadmaps + supply landscape to internal stakeholders to brief partner teams on sourcing strateg","Advanced degree and 3+ years of experience working in one or more of the following; or bachelor’s degree and 5+ years of experience working in one or more of the following; or 9+ years of experience working in one or more of the following:
Engineering
Purchasing
Contract negotiation
Operations or supply chain management
Cost control
PREFERRED SKILLS AND EXPERIENCE:
Technical procurement, manufacturing, and vendor management experience – preferably complex machined components, forgings, or raw materials in an aerospace/high volume manufacturing industry.
Drive negotiation process to ensure that Raptor pricing meets/exceeds Best-In-Class expectations, while meeting/exceeding Best-In-Class quality, in addition to driving continual cost reduction and avoidance initiatives through ad-hoc price negotiations.
Experience in new product introduction (NPI) and mass production (MP) with the ability to read technical drawings, data sheets, fabrication drawing, BOMs and all related files.
Strong experience in vendor management, contract negotiation, and demonstrated experience in technically driven cost reductions.
Exceptional analytical, problem solving, and organizational skills with proficie","Must be able to travel up to 15%.
Must be able to work extended hours and/or weekends as needed.
This position is based in Hawthorne, CA and requires being onsite - remote work not considered.
Pay Range:
Sourcing Manager: $110,000.00 - $150,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees accrue paid sick leave pursuant to Company policy which satisfies",2026-09-14_15-11-05,2026-09-14,2026-09-14,True
"Sourcing Manager, Server Mechanicals, Cooling (Starlink)","Austin, TX",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8771514002?gh_jid=8771514002,"Partner deeply with responsible engineers, thermal engineers, and server mechanical teams to co-define commodity strategy, multi-year technology roadmaps, and approved vendor lists for server mechanics and cooling — chassis, lids, bezels and GPU/accelerator trays; cold plates (CPU, GPU, HBM, NIC, switch ASIC); heat sinks, vapor chambers and heat pipes; thermal interface materials (grease, pads, PCM); server fans and shrouds; node-level liquid loops (tubing, fittings, on-server manifolds, dripless QDs); and retention hardware (GPU brackets, CPU ILM/backplates, DIMM clips, NIC brackets) — anticipating SpaceXAI TDP and density requirements 12–24 months ahead
Own global sourcing end-to-end for server mechanicals and cooling, including supplier selection, qualification of die-cast / stamped chassis, cold-plate, TIM, and fan suppliers, dual/multi-sourcing on constrained thermal SKUs, capacity reservation, and performance governance to achieve on-time delivery and continuous lead-time compression while supporting SpaceX's aggressive cluster build cadence
Define and negotiate transformative SOWs and commercial agreements that rigorously challenge unnecessary specifications, drive value eng","Bachelor’s degree and 6+ years of experience working in one or more of the following; or 9+ years of experience working in one or more of the following in lieu of a degree:
Business
Manufacturing
Supply Chain
Engineering
4+ years of experience in global supply chain, commodity management, or mechanical/thermal sourcing with a focus on server chassis, cold plates, TIM, fans, or node-level liquid cooling
PREFERRED SKILLS AND EXPERIENCE:
Deep technical understanding of server mechanicals (chassis, trays, retention hardware) and component-level cooling (cold plates, heat sinks, vapor chambers, TIM, fans, on-server liquid loops and dripless QDs)
Proven track record sourcing server mechanical or thermal commodities at hyperscale, at server ODMs, or at cooling-component suppliers (e.g. Aavid/Boyd, CoolIT, Delta, Nidec, 3M/Henkel TIM, QD specialists)
Hands-on familiarity with chassis drawings, cold-plate stack-ups, TIM application processes, fan P-Q curves, leak testing, and the difference between server-level vs. rack-level vs. facility-level cooling scope
Previous experience at hyperscalers, leading ODMs, Tier-1 CMs, or AI infrastructure companies with aggressive scaling demands
Demonstr","Willingness to travel domestically and internationally as needed (up to 25%) to support supplier factories, audits, and critical projects
Ability to work extended hours and/or weekends as needed to meet major cluster-deployment milestones
Ability to thrive in a dynamic environment with rapidly evolving priorities and world-class execution speed
This position is based in Austin, TX and requires being onsite — remote work not considered
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected ",2026-09-14_15-11-06,2026-09-14,2026-09-14,True
"Sourcing Manager, Software & Services","Palo Alto, CA",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8692510002?gh_jid=8692510002,"Strategy/Sourcing: Create sourcing strategies for assigned categories to reduce risk and meet targets for the purchasing department including but not limited to payment terms, cash targets, and cost savings
Stakeholder Management: Develop and maintain key internal stakeholder relationships to create strategic sourcing models that optimize the value of products and services that support business unit requirements to maintain continuous cost reduction programs for controllable expenditures. Communicate, manage, and drive compliance to category strategies. Provides solutions to a wide range of difficult problems
Change Management: Successfully partner across functions and with senior internal stakeholders and external suppliers to drive results, influence others and facilitate change management across the company
Analysis: Responsible for advanced quantitative analysis to identify financial impacts of decisions and performance for category managed. Perform business process analysis and develop models to improve cost
Negotiate complex global contracts, focusing on pricing structures, SLAs, and favorable commercial terms
Conduct research, perform benchmarking, and gather market analysis","Advanced degree and 3+ years of experience working in one or more of the following; or bachelor’s degree and 5+ years of experience working in one or more of the following:
Engineering
Purchasing
Contract negotiation
Operations or supply chain management
PREFERRED SKILLS AND EXPERIENCE:
Experience with indirect procurement, with a significant focus on professional services, facilities services – waste, janitorial, security, office supplies, office construction
Experience with software and cloud categories
Experience authoring SOWs, validating milestone completion, tracking savings and auditing invoices
Strong understanding of labor market trends, rate benchmarking, and total cost of ownership (TCO) models
Technical skills in current technologies and applications (e.g. MS Office Suite, SQL, PowerBI)
Exceptional analytical and organizational skills
Remarkable problem-solving skills
Ability to prioritize appropriately to meet internal customer and company needs
Effective written and verbal communication skills, with a strong ability to communicate with all levels of internal personnel
Detail-oriented, self-motivated, and able to respond quickly to a fast-moving and ever-changing envir","Willingness to work extended hours and weekends when needed to meet critical deadlines
Ability to communicate outside of work hours
Must be able to travel - up to 20% work week travel may be required
This position is based in Palo Alto, CA and requires being onsite full-time – hybrid and remote work will not be considered
Pay Range:
Level 3: $130,000.00 - $185,000.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more pa",2026-09-14_15-11-06,2026-09-14,2026-09-14,True
